transaction_id,customer_id,timestamp,amount,payment_method,product_category,device_type,billing_country,customer_email,is_fraud
tx_000033_9754,cust_1988,2026-08-22 10:05:25Z,163.91,paypal,sports_outdoors,desktop_windows,US,alex_33@gmail.com,false
tx_000034_2344,cust_2613,2026-08-10 06:43:01Z,76.67,credit_card,fashion,desktop_mac,GB,taylor_34@icloud.com,false
tx_000035_2327,cust_2083,2026-08-26 17:41:09Z,131.78,credit_card,fashion,mobile_android,GB,casey_35@outlook.com,false
tx_000036_7563,cust_1254,2026-08-06 21:36:06Z,137.68,apple_pay,electronics,desktop_mac,DE,jordan_36@yahoo.com,false
tx_000037_4975,cust_2189,2026-08-08 13:25:29Z,110.04,apple_pay,beauty_health,desktop_mac,GB,cameron_37@gmail.com,false
tx_000038_1247,cust_4622,2026-09-08 10:46:52Z,57.59,paypal,sports_outdoors,desktop_windows,AU,sam_38@yahoo.com,false
tx_000039_7460,cust_1309,2026-08-25 15:33:22Z,93.64,credit_card,home_living,mobile_ios,GB,morgan_39@yahoo.com,false
tx_000040_1950,cust_2307,2026-08-16 22:18:23Z,134.26,credit_card,fashion,mobile_android,CA,alex_40@gmail.com,false
tx_000041_4549,cust_1105,2026-08-31 17:27:28Z,160.23,credit_card,home_living,mobile_ios,IN,taylor_41@yahoo.com,false
tx_000042_1761,cust_3663,2026-09-13 17:43:06Z,143.61,paypal,fashion,mobile_ios,CA,riley_42@outlook.com,false
tx_000043_9125,cust_1238,2026-08-23 23:30:22Z,134.94,paypal,fashion,desktop_windows,IN,riley_43@icloud.com,false
tx_000044_2265,cust_2579,2026-08-16 08:14:57Z,151.87,credit_card,electronics,desktop_mac,FR,alex_44@yahoo.com,false
tx_000045_1004,cust_2332,2026-09-12 21:21:24Z,24.08,credit_card,beauty_health,mobile_android,AU,cameron_45@yahoo.com,false
tx_000046_8150,cust_3640,2026-08-21 10:12:26Z,140.74,credit_card,beauty_health,desktop_mac,CA,cameron_46@gmail.com,false
tx_000047_2055,cust_3678,2026-08-02 09:15:02Z,98.81,apple_pay,electronics,mobile_android,US,cameron_47@icloud.com,false
tx_000048_4922,cust_4291,2026-08-06 03:49:16Z,89.73,apple_pay,electronics,mobile_ios,IN,casey_48@yahoo.com,false
tx_000049_3321,cust_4947,2026-08-31 01:55:47Z,66.91,debit_card,sports_outdoors,desktop_mac,US,morgan_49@gmail.com,false
tx_000050_6970,cust_1726,2026-09-03 18:48:57Z,122.87,paypal,home_living,mobile_ios,IN,alex_50@outlook.com,false
tx_000051_9842,cust_2235,2026-09-02 12:52:21Z,99.83,paypal,home_living,desktop_mac,FR,alex_51@outlook.com,false
tx_000052_1869,cust_3969,2026-08-27 19:02:48Z,185.14,paypal,fashion,desktop_mac,CA,cameron_52@gmail.com,false
tx_000053_9492,cust_1828,2026-09-07 21:03:11Z,113.8,apple_pay,sports_outdoors,desktop_mac,GB,,false
tx_000054_8207,cust_4463,2026-09-07 17:12:05Z,60.03,credit_card,electronics,desktop_mac,IN,riley_54@yahoo.com,false
tx_000055_8449,cust_1403,2026-09-14 20:02:15Z,119.54,paypal,sports_outdoors,mobile_ios,CA,casey_55@icloud.com,false
tx_000056_4016,cust_2733,2026-09-07 17:13:25Z,183.12,debit_card,home_living,desktop_mac,GB,casey_56@yahoo.com,false
tx_000057_9538,cust_2558,2026-08-22 11:34:18Z,158.63,debit_card,electronics,desktop_windows,AU,morgan_57@icloud.com,false
tx_000058_4015,cust_2630,2026-08-04 06:48:37Z,150.02,credit_card,fashion,mobile_ios,AU,cameron_58@icloud.com,false
tx_000059_1511,cust_1638,2026-09-07 06:58:28Z,174.28,apple_pay,fashion,desktop_windows,GB,morgan_59@outlook.com,false
tx_000060_2304,cust_1320,2026-08-31 13:42:10Z,39.58,credit_card,beauty_health,desktop_mac,GB,riley_60@icloud.com,false
tx_000061_9980,cust_3409,2026-08-27 19:04:17Z,159.38,apple_pay,sports_outdoors,desktop_mac,DE,alex_61@yahoo.com,false
tx_000062_5997,cust_4252,2026-08-24 17:49:14Z,131.38,debit_card,home_living,desktop_mac,CA,alex_62@icloud.com,false
tx_000063_1168,cust_1793,2026-08-31 08:50:12Z,121.13,credit_card,sports_outdoors,desktop_windows,US,taylor_63@yahoo.com,false
tx_000064_4704,cust_4807,2026-08-26 06:29:10Z,172.13,credit_card,sports_outdoors,mobile_ios,CA,sam_64@icloud.com,false
tx_000065_3415,cust_4917,2026-08-25 19:31:42Z,142.11,debit_card,fashion,desktop_mac,DE,cameron_65@gmail.com,false
tx_000066_6404,cust_4777,2026-08-02 09:36:13Z,136.15,apple_pay,fashion,desktop_mac,GB,morgan_66@outlook.com,false
tx_000067_5183,cust_4152,2026-08-15 10:02:20Z,139.62,credit_card,fashion,mobile_android,DE,sam_67@yahoo.com,false
tx_000068_7377,cust_1218,2026-08-08 16:56:19Z,76.48,paypal,electronics,mobile_android,IN,taylor_68@outlook.com,false
tx_000069_1505,cust_1564,2026-08-02 06:39:02Z,64.05,apple_pay,home_living,mobile_android,GB,sam_69@yahoo.com,false
tx_000070_3716,cust_2494,2026-08-20 07:44:49Z,168.31,credit_card,home_living,mobile_ios,FR,alex_70@yahoo.com,false
tx_000071_9349,cust_1571,2026-08-08 20:10:41Z,144.43,debit_card,beauty_health,desktop_windows,AU,casey_71@yahoo.com,false
tx_000072_3164,cust_3670,2026-09-02 14:35:30Z,2497.94,paypal,sports_outdoors,desktop_windows,AU,jordan_72@icloud.com,false
tx_000073_7996,cust_4831,2026-08-03 22:46:01Z,184.09,credit_card,electronics,desktop_mac,GB,riley_73@outlook.com,false
tx_000074_8890,cust_4634,2026-08-29 10:56:28Z,114.32,paypal,sports_outdoors,mobile_ios,IN,morgan_74@gmail.com,false
tx_000075_3417,cust_3962,2026-08-03 01:53:38Z,116.77,debit_card,fashion,mobile_android,CA,taylor_75@outlook.com,false
tx_000076_8986,cust_2424,2026-08-02 21:41:16Z,110.24,debit_card,electronics,desktop_mac,AU,morgan_76@outlook.com,false
tx_000077_9410,cust_2445,2026-08-23 12:04:36Z,170.87,paypal,electronics,desktop_mac,FR,jordan_77@icloud.com,false
tx_000078_9235,cust_4895,2026-08-25 10:22:10Z,130.85,credit_card,beauty_health,mobile_android,IN,taylor_78@yahoo.com,false
tx_000079_2515,cust_4329,2026-08-16 18:33:02Z,69.07,paypal,beauty_health,mobile_ios,FR,jordan_79@outlook.com,false
tx_000080_4586,cust_2052,2026-08-09 21:21:11Z,126.35,debit_card,beauty_health,desktop_windows,AU,sam_80@icloud.com,false
tx_000081_7933,cust_2870,2026-08-11 20:20:10Z,207.48,paypal,sports_outdoors,mobile_ios,FR,casey_81@outlook.com,false
tx_000082_5152,cust_3821,2026-08-11 22:52:44Z,86.23,apple_pay,sports_outdoors,mobile_ios,DE,jordan_82@icloud.com,false
tx_000083_9194,cust_2129,2026-09-05 14:00:19Z,110.4,credit_card,home_living,desktop_windows,US,riley_83@yahoo.com,false
tx_000084_7412,cust_2127,2026-08-12 20:51:40Z,84.47,credit_card,electronics,desktop_mac,CA,morgan_84@icloud.com,false
tx_000085_6385,cust_3408,2026-08-18 13:49:09Z,84.45,paypal,home_living,mobile_ios,GB,casey_85@outlook.com,false
tx_000086_8019,cust_4455,2026-09-07 04:35:12Z,185.22,apple_pay,electronics,mobile_ios,CA,sam_86@gmail.com,false
tx_000087_3519,cust_1524,2026-08-22 13:21:18Z,137.45,paypal,electronics,mobile_ios,IN,alex_87@yahoo.com,false
tx_000088_2523,cust_1046,2026-08-09 15:14:33Z,145.9,paypal,electronics,desktop_windows,FR,taylor_88@yahoo.com,false
tx_000089_4217,cust_3328,2026-08-28 18:42:54Z,158.93,apple_pay,home_living,desktop_mac,AU,morgan_89@outlook.com,false
tx_000090_5715,cust_4065,2026-09-07 20:12:30Z,95.85,apple_pay,sports_outdoors,mobile_android,AU,riley_90@yahoo.com,false
tx_000091_7275,cust_2275,2026-08-25 12:48:04Z,154.5,paypal,beauty_health,desktop_mac,AU,riley_91@icloud.com,false
tx_000092_7778,cust_2340,2026-09-10 12:01:30Z,43.18,paypal,sports_outdoors,desktop_windows,AU,sam_92@outlook.com,false
tx_000093_5663,cust_1568,2026-08-07 13:45:05Z,159.0,paypal,sports_outdoors,desktop_windows,US,sam_93@icloud.com,false
tx_000094_8104,cust_4211,2026-08-22 21:52:49Z,74.29,debit_card,fashion,mobile_android,FR,taylor_94@yahoo.com,false
tx_000095_5096,cust_3257,2026-08-03 19:36:13Z,123.84,paypal,home_living,mobile_ios,US,cameron_95@outlook.com,false
tx_000096_7242,cust_2185,2026-08-24 03:27:07Z,137.39,debit_card,beauty_health,desktop_windows,GB,riley_96@icloud.com,false
tx_000097_3080,cust_1483,2026-08-14 10:04:15Z,116.0,debit_card,home_living,mobile_ios,IN,cameron_97@outlook.com,false
tx_000098_7983,cust_4601,2026-08-23 05:45:21Z,160.19,apple_pay,beauty_health,mobile_ios,FR,sam_98@yahoo.com,false
tx_000099_6883,cust_3987,2026-09-02 20:17:50Z,184.37,credit_card,home_living,mobile_ios,GB,alex_99@gmail.com,false
tx_000100_5426,cust_2569,2026-08-16 23:18:17Z,149.77,paypal,fashion,mobile_ios,CA,jordan_100@icloud.com,false
tx_000101_1326,cust_2203,2026-09-14 06:51:37Z,121.58,apple_pay,sports_outdoors,mobile_ios,AU,alex_101@gmail.com,false
tx_000102_6242,cust_1137,2026-09-13 18:52:39Z,71.03,apple_pay,beauty_health,mobile_ios,DE,sam_102@outlook.com,false
tx_000103_8375,cust_3086,2026-09-12 13:00:39Z,144.81,paypal,sports_outdoors,mobile_android,FR,jordan_103@icloud.com,false
tx_000104_2526,cust_4464,2026-08-07 09:24:32Z,124.36,paypal,beauty_health,mobile_ios,FR,sam_104@icloud.com,false
tx_000105_9867,cust_3736,2026-08-17 14:43:55Z,101.92,apple_pay,sports_outdoors,mobile_android,CA,taylor_105@outlook.com,false
tx_000106_8398,cust_2667,2026-09-01 09:06:16Z,54.7,credit_card,beauty_health,desktop_windows,US,jordan_106@outlook.com,false
tx_000107_5288,cust_4265,2026-08-12 02:26:46Z,160.93,credit_card,electronics,desktop_mac,US,jordan_107@outlook.com,false
tx_000108_7662,cust_2980,2026-08-18 17:51:55Z,51.52,apple_pay,fashion,desktop_windows,CA,taylor_108@outlook.com,false
tx_000109_4046,cust_4401,2026-08-01 12:42:17Z,110.66,apple_pay,beauty_health,desktop_mac,GB,morgan_109@yahoo.com,false
tx_000110_8524,cust_1979,2026-08-19 06:54:35Z,147.11,debit_card,electronics,mobile_android,GB,cameron_110@gmail.com,false
tx_000111_2388,cust_2462,2026-08-05 17:02:42Z,142.14,credit_card,sports_outdoors,mobile_android,US,taylor_111@yahoo.com,false
tx_000112_1196,cust_2624,2026-09-12 01:38:01Z,49.42,debit_card,beauty_health,mobile_android,US,riley_112@gmail.com,false
tx_000113_9830,cust_2620,2026-08-02 12:33:57Z,112.22,paypal,fashion,mobile_android,FR,morgan_113@icloud.com,false
tx_000114_8832,cust_4855,2026-08-22 19:55:57Z,145.91,apple_pay,electronics,mobile_ios,US,casey_114@gmail.com,false
tx_000115_7630,cust_1460,2026-08-27 01:56:45Z,135.71,debit_card,home_living,mobile_android,DE,alex_115@yahoo.com,false
tx_000116_3464,cust_4351,2026-08-13 20:55:13Z,176.21,paypal,fashion,desktop_mac,US,sam_116@gmail.com,false
tx_000117_3751,cust_4496,2026-08-15 22:09:18Z,91.56,apple_pay,fashion,mobile_android,IN,morgan_117@outlook.com,false
tx_000118_7449,cust_4761,2026-08-15 12:50:40Z,1443.29,debit_card,fashion,desktop_windows,AU,cameron_118@yahoo.com,true
tx_000119_1762,cust_4726,2026-08-07 21:14:25Z,188.98,apple_pay,home_living,mobile_android,US,alex_119@gmail.com,false
tx_000120_4678,cust_2314,2026-08-18 23:59:46Z,85.9,credit_card,sports_outdoors,desktop_mac,US,alex_120@gmail.com,false
tx_000121_5133,cust_4142,2026-09-14 17:54:50Z,112.79,apple_pay,fashion,desktop_windows,DE,sam_121@gmail.com,false
tx_000122_9458,cust_1574,2026-08-08 13:17:56Z,77.46,debit_card,electronics,desktop_windows,IN,sam_122@gmail.com,false
tx_000123_3019,cust_2629,2026-09-03 07:05:38Z,98.31,debit_card,electronics,mobile_android,CA,jordan_123@outlook.com,false
tx_000124_5670,cust_4368,2026-09-08 04:48:00Z,161.28,credit_card,sports_outdoors,mobile_ios,IN,cameron_124@gmail.com,false
tx_000125_8881,cust_2854,2026-08-29 12:07:50Z,132.38,debit_card,sports_outdoors,mobile_ios,DE,riley_125@yahoo.com,false
tx_000126_6016,cust_4939,2026-08-26 23:53:51Z,72.51,paypal,beauty_health,mobile_ios,US,alex_126@gmail.com,false
tx_000127_1898,cust_4951,2026-08-24 00:54:36Z,109.09,apple_pay,beauty_health,desktop_windows,US,alex_127@outlook.com,false
tx_000128_9662,cust_3630,2026-09-07 16:28:32Z,871.81,paypal,sports_outdoors,mobile_ios,FR,riley_128@yahoo.com,true
tx_000129_4867,cust_1776,2026-08-05 07:13:11Z,25.09,apple_pay,electronics,desktop_windows,US,sam_129@gmail.com,false
tx_000130_8830,cust_3571,2026-08-25 16:34:33Z,103.5,apple_pay,fashion,mobile_android,IN,jordan_130@gmail.com,false
tx_000131_5047,cust_3884,2026-08-26 00:10:46Z,117.69,paypal,electronics,mobile_ios,US,taylor_131@yahoo.com,false
tx_000132_5369,cust_3245,2026-08-26 23:20:11Z,225.3,debit_card,beauty_health,mobile_ios,DE,casey_132@gmail.com,false
tx_000133_6203,cust_3470,2026-08-22 23:06:38Z,92.83,paypal,electronics,mobile_android,GB,casey_133@gmail.com,false
tx_000134_8850,cust_3557,2026-08-09 10:35:12Z,75.33,debit_card,beauty_health,mobile_android,CA,jordan_134@gmail.com,false
tx_000135_3049,cust_3830,2026-09-14 02:41:02Z,2603.82,debit_card,electronics,desktop_windows,CA,morgan_135@yahoo.com,false
tx_000136_2000,cust_1882,2026-09-02 21:23:56Z,53.56,debit_card,beauty_health,desktop_windows,DE,taylor_136@gmail.com,false
tx_000137_1392,cust_2352,2026-09-04 15:29:15Z,122.98,credit_card,home_living,desktop_mac,IN,morgan_137@outlook.com,false
tx_000138_2355,cust_3334,2026-08-14 15:58:38Z,122.19,credit_card,sports_outdoors,desktop_windows,GB,sam_138@icloud.com,false
tx_000139_9838,cust_1912,2026-09-05 03:47:18Z,125.57,apple_pay,electronics,mobile_android,IN,jordan_139@gmail.com,false
tx_000140_5231,cust_4526,2026-09-10 16:54:44Z,126.14,paypal,fashion,desktop_windows,FR,riley_140@yahoo.com,false
tx_000141_6358,cust_4651,2026-09-13 15:00:15Z,82.79,debit_card,home_living,mobile_android,GB,jordan_141@gmail.com,false
tx_000142_6442,cust_3671,2026-08-26 21:54:08Z,117.57,apple_pay,beauty_health,mobile_ios,AU,morgan_142@outlook.com,false
tx_000143_2786,cust_2425,2026-08-11 05:15:33Z,62.53,apple_pay,electronics,desktop_mac,AU,cameron_143@icloud.com,false
tx_000144_1203,cust_2906,2026-08-11 02:58:40Z,138.03,credit_card,fashion,mobile_ios,AU,morgan_144@gmail.com,false
tx_000145_4539,cust_1118,2026-08-16 17:58:52Z,80.52,paypal,sports_outdoors,desktop_mac,AU,morgan_145@outlook.com,false
tx_000146_5594,cust_2631,2026-08-22 20:22:32Z,98.7,debit_card,beauty_health,mobile_ios,FR,sam_146@yahoo.com,false
tx_000147_1698,cust_1488,2026-08-20 01:09:12Z,159.49,paypal,sports_outdoors,desktop_mac,FR,casey_147@yahoo.com,false
tx_000148_3490,cust_4506,2026-08-14 13:18:35Z,126.35,apple_pay,beauty_health,mobile_android,CA,morgan_148@yahoo.com,false
tx_000149_3148,cust_2623,2026-09-05 18:24:31Z,91.52,paypal,fashion,mobile_ios,US,morgan_149@outlook.com,false
tx_000150_9483,cust_3510,2026-09-12 10:14:10Z,76.45,paypal,home_living,desktop_mac,US,sam_150@outlook.com,false
tx_000151_6061,cust_3899,2026-08-24 00:35:46Z,5681.25,credit_card,home_living,mobile_ios,IN,taylor_151@icloud.com,false
tx_000152_5861,cust_4422,2026-08-01 07:42:38Z,160.58,paypal,fashion,mobile_ios,DE,casey_152@icloud.com,false
tx_000153_3079,cust_4709,2026-08-27 17:49:33Z,126.2,credit_card,electronics,desktop_windows,CA,taylor_153@yahoo.com,false
tx_000154_3545,cust_3461,2026-08-06 05:06:08Z,185.77,credit_card,beauty_health,desktop_mac,CA,jordan_154@gmail.com,false
tx_000155_3459,cust_3080,2026-08-13 15:39:21Z,99.84,credit_card,electronics,mobile_ios,GB,sam_155@gmail.com,false
tx_000156_4478,cust_1583,2026-08-14 00:59:42Z,6.94,paypal,electronics,desktop_windows,IN,alex_156@gmail.com,false
tx_000157_5804,cust_4071,2026-08-29 09:58:43Z,112.81,credit_card,beauty_health,mobile_android,DE,riley_157@yahoo.com,false
tx_000158_5897,cust_2342,2026-08-15 16:18:51Z,824.3,paypal,beauty_health,mobile_android,AU,casey_158@gmail.com,true
tx_000159_4942,cust_4347,2026-09-05 08:06:16Z,147.25,credit_card,beauty_health,mobile_ios,CA,taylor_159@gmail.com,false
tx_000160_6748,cust_3225,2026-08-26 06:51:19Z,111.63,debit_card,sports_outdoors,desktop_windows,AU,morgan_160@icloud.com,false
tx_000161_7284,cust_2996,2026-08-06 09:12:13Z,105.84,debit_card,sports_outdoors,desktop_windows,AU,alex_161@yahoo.com,false
tx_000162_3627,cust_4139,2026-08-18 20:12:27Z,136.87,debit_card,beauty_health,mobile_ios,AU,casey_162@outlook.com,false
tx_000163_1378,cust_1500,2026-08-25 02:45:41Z,138.29,debit_card,sports_outdoors,desktop_windows,FR,jordan_163@icloud.com,false
tx_000164_3000,cust_1765,2026-08-24 01:21:04Z,99.42,credit_card,home_living,desktop_windows,CA,alex_164@gmail.com,false
tx_000165_5497,cust_2297,2026-09-09 00:01:09Z,164.71,debit_card,sports_outdoors,mobile_android,GB,morgan_165@icloud.com,false
tx_000166_1869,cust_4778,2026-08-26 03:43:13Z,134.89,apple_pay,electronics,mobile_android,US,casey_166@gmail.com,false
tx_000167_4491,cust_1989,2026-09-12 03:59:49Z,112.11,apple_pay,home_living,mobile_ios,FR,cameron_167@outlook.com,false
tx_000168_7265,cust_3442,2026-09-08 19:50:47Z,106.21,credit_card,electronics,mobile_android,FR,riley_168@gmail.com,false
tx_000169_7820,cust_2530,2026-08-19 09:52:40Z,115.33,debit_card,sports_outdoors,mobile_android,CA,riley_169@outlook.com,false
tx_000170_7506,cust_2981,2026-08-15 21:13:18Z,125.48,debit_card,beauty_health,desktop_mac,US,sam_170@icloud.com,false
tx_000171_7725,cust_3908,2026-08-06 04:10:49Z,149.8,credit_card,beauty_health,desktop_windows,DE,morgan_171@icloud.com,false
tx_000172_9670,cust_3512,2026-09-04 22:27:27Z,153.8,apple_pay,sports_outdoors,desktop_windows,US,sam_172@outlook.com,false
tx_000173_8772,cust_4294,2026-08-09 04:47:49Z,62.91,apple_pay,home_living,mobile_android,GB,jordan_173@yahoo.com,false
tx_000174_1636,cust_4367,2026-08-30 21:36:20Z,97.78,apple_pay,beauty_health,desktop_mac,AU,casey_174@gmail.com,false
tx_000175_1971,cust_2400,2026-08-26 10:16:03Z,80.4,debit_card,home_living,desktop_mac,IN,cameron_175@yahoo.com,false
tx_000176_7560,cust_4830,2026-09-03 07:06:12Z,122.5,apple_pay,fashion,desktop_windows,GB,taylor_176@yahoo.com,false
tx_000177_8072,cust_2508,2026-08-21 15:03:06Z,137.36,apple_pay,beauty_health,mobile_ios,US,taylor_177@outlook.com,false
tx_000178_5590,cust_1996,2026-09-08 17:09:27Z,129.96,apple_pay,beauty_health,mobile_ios,FR,riley_178@gmail.com,false
tx_000179_2155,cust_2441,2026-08-11 21:12:35Z,102.87,debit_card,sports_outdoors,desktop_mac,US,casey_179@yahoo.com,false
tx_000180_5430,cust_3213,2026-08-15 19:16:40Z,56.18,credit_card,home_living,mobile_android,IN,taylor_180@outlook.com,false
tx_000181_8526,cust_3408,2026-08-15 22:41:25Z,128.01,paypal,electronics,mobile_android,GB,taylor_181@gmail.com,false
tx_000182_5025,cust_1932,2026-09-09 01:20:16Z,89.45,paypal,beauty_health,mobile_ios,FR,casey_182@yahoo.com,false
tx_000183_8834,cust_1984,2026-08-30 23:09:05Z,164.66,debit_card,sports_outdoors,mobile_android,GB,alex_183@outlook.com,false
tx_000184_9012,cust_2746,2026-08-19 19:04:05Z,135.88,apple_pay,electronics,mobile_android,GB,casey_184@outlook.com,false
tx_000185_5507,cust_1138,2026-09-13 09:06:32Z,115.73,credit_card,home_living,desktop_windows,CA,cameron_185@gmail.com,false
tx_000186_1570,cust_3215,2026-08-25 08:05:44Z,244.41,debit_card,electronics,mobile_android,GB,taylor_186@gmail.com,false
tx_000187_1354,cust_4828,2026-09-05 07:12:56Z,65.98,paypal,sports_outdoors,desktop_windows,IN,jordan_187@gmail.com,false
tx_000188_2986,cust_1971,2026-08-06 18:18:54Z,179.26,debit_card,home_living,mobile_android,FR,alex_188@yahoo.com,false
tx_000189_8609,cust_4216,2026-08-02 22:08:19Z,146.58,credit_card,electronics,desktop_mac,US,casey_189@yahoo.com,false
tx_000190_9483,cust_2902,2026-08-25 20:55:15Z,91.76,credit_card,beauty_health,desktop_windows,AU,sam_190@icloud.com,false
tx_000191_7992,cust_4508,2026-09-07 09:46:54Z,149.84,credit_card,fashion,mobile_ios,US,jordan_191@gmail.com,false
tx_000192_6087,cust_3672,2026-09-03 16:04:03Z,103.4,paypal,home_living,mobile_ios,FR,,false
tx_000193_9283,cust_1804,2026-09-11 07:38:32Z,112.92,paypal,fashion,desktop_windows,IN,riley_193@outlook.com,false
tx_000194_9270,cust_2827,2026-08-13 22:20:56Z,148.93,credit_card,home_living,desktop_windows,GB,cameron_194@gmail.com,false
tx_000195_5667,cust_1113,2026-08-07 19:02:55Z,155.07,paypal,home_living,mobile_android,CA,casey_195@icloud.com,false
tx_000196_3707,cust_1764,2026-08-23 04:11:35Z,98.34,paypal,fashion,mobile_android,IN,jordan_196@outlook.com,false
tx_000197_5772,cust_3084,2026-09-04 18:36:43Z,118.74,apple_pay,beauty_health,mobile_ios,DE,riley_197@gmail.com,false
tx_000198_7017,cust_2673,2026-09-13 08:58:41Z,154.37,apple_pay,electronics,desktop_windows,FR,morgan_198@gmail.com,false
tx_000199_7790,cust_3569,2026-08-07 14:55:25Z,111.58,debit_card,home_living,desktop_windows,US,morgan_199@yahoo.com,false
tx_000200_6540,cust_1979,2026-08-07 02:29:46Z,205.84,credit_card,home_living,mobile_android,GB,taylor_200@yahoo.com,false
tx_000201_6578,cust_2761,2026-09-12 00:34:01Z,117.72,debit_card,sports_outdoors,desktop_windows,IN,morgan_201@outlook.com,false
tx_000202_5785,cust_1974,2026-09-09 10:48:07Z,167.31,paypal,beauty_health,mobile_ios,CA,alex_202@gmail.com,false
tx_000203_7373,cust_2666,2026-08-25 00:36:17Z,69.31,debit_card,fashion,mobile_ios,AU,alex_203@icloud.com,false
tx_000204_1743,cust_1897,2026-08-15 07:38:39Z,130.3,debit_card,electronics,desktop_windows,FR,casey_204@yahoo.com,false
tx_000205_2616,cust_4339,2026-09-10 11:14:35Z,786.72,debit_card,beauty_health,mobile_android,US,riley_205@outlook.com,true
